,tweet_id,favorites,retweets
458,817171292965273600,9561,2278
459,817120970343411712,13209,2960
460,817056546584727552,9392,1878
461,816829038950027264,0,5377
462,816816676327063552,10947,2317
463,816697700272001025,10760,2494
464,816450570814898180,33527,9200
465,816336735214911488,9438,2225
466,816091915477250048,9788,2451
467,816062466425819140,0,1184
468,816014286006976512,0,6046
469,815990720817401858,5475,1184
470,815966073409433600,24694,9688
471,815745968457060357,0,4695
472,815736392542261248,10790,2575
473,815639385530101762,9041,1872
474,815390420867969024,11319,4316
475,814986499976527872,8372,1477
476,814638523311648768,12365,3076
477,814578408554463233,0,6636
478,814530161257443328,9514,2109
479,814153002265309185,31567,9894
480,813944609378369540,0,3672
481,813910438903693312,10201,2144
482,813812741911748608,39849,15953
483,813800681631023104,9173,2012
484,813217897535406080,20505,8293
485,813202720496779264,10069,2051
486,813187593374461952,21781,4964
487,813172488309972993,10256,2186
488,813157409116065792,8479,2513
489,813142292504645637,9235,2673
490,813130366689148928,4898,501
491,813127251579564032,13058,3576
492,813112105746448384,11352,3152
493,813096984823349248,11539,4122
494,813081950185472002,10836,3151
495,813066809284972545,8737,2218
496,813051746834595840,22990,8323
497,812781120811126785,8301,2168
498,812747805718642688,0,7925
499,812709060537683968,7282,1638
500,812503143955202048,6699,1397
501,812466873996607488,8790,2189
502,812372279581671427,15042,4184
503,811985624773361665,7994,1599
504,811744202451197953,8304,1835
505,811647686436880384,6122,844
506,811627233043480576,14081,3574
507,811386762094317568,22972,7285
508,810984652412424192,5864,1624
509,810896069567610880,9959,2038
510,810657578271330305,12052,3006
511,810284430598270976,39066,13058
512,810254108431155201,16157,3827
513,809920764300447744,17025,4440
514,809808892968534016,0,5592
515,809448704142938112,7620,1669
516,809220051211603969,21934,6414
517,809084759137812480,14502,3984
518,808838249661788160,11114,3458
519,808733504066486276,8687,2462
520,808501579447930884,12414,2951
521,808344865868283904,46694,23631
522,808134635716833280,0,6815
523,808106460588765185,9585,2476
524,808001312164028416,13813,4018
525,807621403335917568,16034,4196
526,807106840509214720,123778,61850
527,807059379405148160,0,8358
528,807010152071229440,14336,4342
529,806629075125202948,82862,39971
530,806620845233815552,0,6291
531,806576416489959424,5310,2196
532,806542213899489280,11231,2712
533,806242860592926720,0,13334
534,806219024703037440,7046,1368
535,805958939288408065,0,6120
536,805932879469572096,9087,2167
537,805826884734976000,7239,2087
538,805823200554876929,0,9199
539,805520635690676224,6295,1883
540,805487436403003392,9644,2882
541,805207613751304193,8561,1928
542,804738756058218496,15132,4385
543,804475857670639616,6779,2303
544,804413760345620481,0,3662
545,804026241225523202,49133,18525
546,803773340896923648,11065,3157
547,803692223237865472,0,8510
548,803638050916102144,12097,4730
549,803380650405482500,8513,2124
550,803321560782307329,0,6094
551,803276597545603072,11053,2816
552,802952499103731712,9956,2284
553,802624713319034886,0,3339
554,802600418706604034,7844,1674
555,802572683846291456,9842,2865
556,802323869084381190,17881,6673
557,802265048156610565,6945,1546
558,802239329049477120,9984,2982
559,802185808107208704,0,309
560,801958328846974976,8490,1947
561,801854953262350336,1935,267
562,801538201127157760,9023,2344
563,801285448605831168,6688,943
564,801167903437357056,27022,6815
565,801127390143516673,0,4541
566,801115127852503040,8891,2378
567,800859414831898624,767,111
568,800855607700029440,0,1859
569,800751577355128832,11561,3159
570,800513324630806528,14491,3427
571,800459316964663297,10400,2443
572,800443802682937345,0,4941
573,800388270626521089,12288,3191
574,800188575492947969,0,4495
575,800141422401830912,16862,2924
576,800018252395122689,31327,15052
577,799774291445383169,0,5371
578,799757965289017345,9275,2463
579,799422933579902976,8852,2177
580,799308762079035393,0,6340
581,799297110730567681,10921,3172
582,799063482566066176,8932,2810
583,798933969379225600,14514,5104
584,798925684722855936,8179,1638
585,798705661114773508,0,7550
586,798701998996647937,0,8930
587,798697898615730177,0,7450
588,798694562394996736,0,5698
589,798686750113755136,0,2652
590,798682547630837760,0,5416
591,798673117451325440,0,6369
592,798665375516884993,0,4440
593,798644042770751489,0,2112
594,798628517273620480,0,2237
595,798585098161549313,0,6521
596,798576900688019456,0,6744
597,798340744599797760,0,3846
598,798209839306514432,11418,2906
599,797971864723324932,12853,3590
600,797545162159308800,16003,5535
601,797236660651966464,22050,7571
602,797165961484890113,254,32
603,796904159865868288,0,10209
604,796865951799083009,8451,2161
605,796759840936919040,13090,3504
606,796563435802726400,0,8360
607,796484825502875648,8367,2012
608,796387464403357696,12161,4751
609,796177847564038144,0,16343
610,796149749086875649,35702,16343
611,796125600683540480,5458,2041
612,796116448414461957,10016,2762
613,796080075804475393,9324,2639
614,796031486298386433,11913,4221
615,795464331001561088,54999,27228
616,795400264262053889,11143,3265
617,795076730285391872,17908,6189
618,794983741416415232,0,3851
619,794926597468000259,11339,2647
620,794355576146903043,0,11778
621,794332329137291264,10552,3023
622,794205286408003585,10166,3806
623,793962221541933056,18612,5592
624,793845145112371200,10154,2141
625,793614319594401792,0,3585
626,793601777308463104,8805,1868
627,793500921481273345,11785,2722
628,793286476301799424,27181,10492
629,793271401113350145,9536,2695
630,793256262322548741,22051,9521
631,793241302385262592,11628,3739
632,793226087023144960,10853,3274
633,793210959003287553,9863,3231
634,793195938047070209,16843,6410
635,793180763617361921,7627,2262
636,793165685325201412,10368,3182
637,793150605191548928,6807,1955
638,793135492858580992,7121,2839
639,793120401413079041,14001,4470
640,792913359805018113,15831,4617
641,792883833364439040,12483,4882
642,792773781206999040,8100,1922
643,792394556390137856,14910,4903
644,792050063153438720,7929,2049
645,791821351946420224,0,24062
646,791784077045166082,0,11054
647,791780927877898241,0,4349
648,791774931465953280,49686,25370
649,791672322847637504,12966,3585
650,791406955684368384,14485,4695
651,791312159183634433,9702,2902
652,791026214425268224,0,4723
653,790987426131050500,10931,2435
654,790946055508652032,18316,5377
655,790723298204217344,0,2650
656,790698755171364864,9055,2167
657,790581949425475584,22821,8171
658,790337589677002753,8636,2133
659,790277117346975746,13858,3672
660,790227638568808452,0,4103
661,789986466051088384,10232,2650
662,789960241177853952,0,4752
663,789903600034189313,11466,4728
664,789628658055020548,8323,2035
665,789599242079838210,7505,2221
666,789530877013393408,12985,3851
667,789314372632018944,9498,2625
668,789280767834746880,0,5636
669,789268448748703744,10059,2956
670,789137962068021249,10713,3185
671,788908386943430656,30192,14169
672,788765914992902144,30287,11778
673,788552643979468800,0,8242
674,788412144018661376,17223,6065
675,788178268662984705,7984,2437
676,788150585577050112,6784,1486
677,788070120937619456,0,3889
678,788039637453406209,6770,1507
679,787810552592695296,9584,3485
680,787717603741622272,11268,3177
681,787397959788929025,11947,3228
682,787322443945877504,8598,1991
683,787111942498508800,0,7637
684,786963064373534720,29292,9156
685,786729988674449408,0,2765
686,786709082849828864,20025,6930
687,786664955043049472,11781,2939
688,786595970293370880,10367,3533
689,786363235746385920,12018,3997
690,786286427768250368,8806,3270
691,786233965241827333,16926,5459
692,786051337297522688,1592,176
693,786036967502913536,0,8051
694,785927819176054784,12533,3585
695,785872687017132033,7366,2083
696,785639753186217984,8602,2522
697,785533386513321988,10047,2295
698,785515384317313025,6716,1446
699,785264754247995392,8016,1868
700,785170936622350336,13324,5542
701,784826020293709826,11172,3662
702,784517518371221505,9889,2892
703,784431430411685888,6248,1457
704,784183165795655680,22171,9199
705,784057939640352768,32972,12723
706,783839966405230592,33176,12361
707,783821107061198850,8105,2234
708,783695101801398276,11489,3661
709,783466772167098368,9340,2561
710,783391753726550016,18621,6294
711,783347506784731136,0,6401
712,783334639985389568,32193,13334
713,783085703974514689,8972,2514
714,782969140009107456,26573,8358
715,782747134529531904,8211,1576
716,782722598790725632,18999,6120
717,782598640137187329,8579,2145
718,782305867769217024,18362,6336
719,782021823840026624,0,7110
720,781955203444699136,12199,3834
721,781661882474196992,11478,3080
722,781655249211752448,4404,1269
723,781524693396357120,22849,6291
724,781308096455073793,7859,2899
725,781251288990355457,9301,2393
726,781163403222056960,10737,3097
727,780931614150983680,23825,8360
728,780858289093574656,7913,2267
729,780800785462489090,6066,1470
730,780601303617732608,13313,3770
731,780543529827336192,6939,1976
732,780496263422808064,0,4239
733,780476555013349377,0,133
734,780459368902959104,5805,1204
735,780192070812196864,9579,2535
736,780092040432480260,0,2609
737,780074436359819264,13503,5682
738,779834332596887552,20947,8051
739,779377524342161408,9704,3537
740,779124354206535695,0,20912
741,779123168116150273,12989,4142
742,779056095788752897,16257,5128
743,778990705243029504,22009,8279
744,778774459159379968,0,11325
745,778764940568104960,944,415
746,778748913645780993,7593,1524
747,778650543019483137,6353,1695
748,778624900596654080,5112,1143
749,778408200802557953,14953,4925
750,778396591732486144,0,13916
751,778383385161035776,6431,1249
752,778286810187399168,11407,3760
753,778039087836069888,9310,2998
754,778027034220126208,7216,1845
755,777953400541634568,0,4001
756,777885040357281792,6984,1859
757,777684233540206592,12343,3339
758,777641927919427584,0,4840
759,777621514455814149,9613,2831
760,777189768882946048,15724,4911
761,776819012571455488,0,15567
762,776813020089548800,5366,1376
763,776477788987613185,9744,3181
764,776249906839351296,0,10424
765,776218204058357768,32912,18136
766,776201521193218049,10533,2853
767,776113305656188928,12903,4941
768,776088319444877312,2012,174
769,775898661951791106,0,17271
770,775842724423557120,12850,3044
771,775733305207554048,15214,4541
772,775729183532220416,14167,5204
773,775364825476165632,8177,3391
774,775350846108426240,11150,4448
775,775085132600442880,17046,5371
776,774757898236878852,9356,1994
777,774639387460112384,7391,1973
778,774314403806253056,23857,6340
779,773985732834758656,11760,4392
780,773922284943896577,7008,1954
781,773704687002451968,7220,1845
782,773670353721753600,5860,1467
783,773547596996571136,24181,6989
784,773336787167145985,0,5790
785,773308824254029826,25457,8484
786,773247561583001600,10267,3629
787,773191612633579521,10941,4648
788,772877495989305348,9406,4411
789,772826264096874500,8738,2624
790,772615324260794368,0,3824
791,772581559778025472,7107,1926
792,772193107915964416,6584,1567
793,772152991789019136,4131,1274
794,772117678702071809,4107,829
795,772114945936949249,2970,535
796,772102971039580160,4396,1046
797,771908950375665664,7205,2134
798,771770456517009408,13171,3846
799,771500966810099713,9053,2956
800,771380798096281600,11564,5790
801,771171053431250945,0,8544
802,771136648247640064,10084,3293
803,771102124360998913,6804,1624
804,771014301343748096,7548,1874
805,771004394259247104,0,247
806,770787852854652928,5427,1381
807,770772759874076672,5685,1591
808,770743923962707968,0,51478
809,770655142660169732,8024,1972
810,770414278348247044,6885,2334
811,770293558247038976,6826,1680
812,770093767776997377,0,3439
813,770069151037685760,8279,2601
814,769940425801170949,34440,10902
815,769695466921623552,7006,1888
816,769335591808995329,0,8683
817,769212283578875904,5911,1930
818,768970937022709760,15785,7401
819,768909767477751808,0,3069
820,768855141948723200,4597,1016
821,768609597686943744,4512,1362
822,768596291618299904,5513,1443
823,768554158521745409,0,6575
824,768473857036525572,14888,3873
825,768193404517830656,11950,4001
826,767884188863397888,5218,1593
827,767754930266464257,17549,6094
828,767500508068192258,8180,2639
829,767191397493538821,13443,4310
830,767122157629476866,11072,3207
831,766864461642756096,0,6394
832,766793450729734144,5571,1539
833,766714921925144576,2839,430
834,766693177336135680,4425,895
835,766423258543644672,6587,1793
836,766313316352462849,7407,2124
837,766078092750233600,0,2920
838,766069199026450432,4689,987
839,766008592277377025,4088,562
840,765719909049503744,7901,2429
841,765669560888528897,5669,1379
842,765395769549590528,28618,3810
843,765371061932261376,7744,2427
844,765222098633691136,12714,3824
845,764857477905154048,7006,1990
846,764259802650378240,6619,1714
847,763956972077010945,800,61
848,763837565564780549,13823,4723
849,763183847194451968,5929,1671
850,763167063695355904,0,3418
851,763103485927849985,8032,2557
852,762699858130116608,13334,4103
853,762471784394268675,12365,7391
854,762464539388485633,11340,4752
855,762316489655476224,5272,1270
856,762035686371364864,34937,17597
857,761976711479193600,5906,2274
858,761750502866649088,0,4447
859,761745352076779520,4660,963
860,761672994376806400,54121,32759
861,761599872357261312,4511,1317
862,761371037149827077,0,20163
863,761334018830917632,5705,1630
864,761292947749015552,4892,1241
865,761227390836215808,5824,1743
866,761004547850530816,12308,3889
867,760893934457552897,4181,1089
868,760656994973933572,7229,2164
869,760641137271070720,5406,1450
870,760539183865880579,8278,4083
871,760521673607086080,4625,1579
872,760290219849637889,29211,12899
873,760252756032651264,4297,977
874,760190180481531904,6238,2033
875,760153949710192640,0,37
876,759943073749200896,6489,2341
877,759923798737051648,16043,6394
878,759846353224826880,7331,2224
879,759793422261743616,6507,2142
880,759566828574212096,0,23872
881,759557299618865152,5129,1320
882,759447681597108224,9290,2765
883,759446261539934208,1830,553
884,759197388317847553,6623,2184
885,759159934323924993,0,1327
886,759099523532779520,15843,4723
887,759047813560868866,7121,2260
888,758854675097526272,3865,1007
889,758828659922702336,12209,4302
890,758740312047005698,6259,1796
891,758474966123810816,4163,1111
892,758467244762497024,5246,2495
893,758405701903519748,5671,2162
894,758355060040593408,3741,1218
895,758099635764359168,20973,11325
896,758041019896193024,2960,427
897,757741869644341248,7510,3642
898,757729163776290825,0,9151
899,757725642876129280,4951,1367
900,757611664640446465,4968,1248
901,757597904299253760,0,326
902,757596066325864448,4747,1186
903,757400162377592832,16503,7636
904,757393109802180609,6357,1967
905,757354760399941633,4928,1595
906,756998049151549440,6830,2229
907,756939218950160384,7238,2252
908,756651752796094464,5534,1485
909,756526248105566208,11345,4085
910,756303284449767430,4306,1204
911,756288534030475264,28048,14760
912,756275833623502848,7016,1714
913,755955933503782912,7978,3231
914,755206590534418437,17941,6032
915,755110668769038337,23105,12408
916,754874841593970688,0,9021
917,754856583969079297,7492,2827
918,754747087846248448,2810,584
919,754482103782404096,5780,2183
920,754449512966619136,4092,823
921,754120377874386944,8534,2613
922,754011816964026368,9584,4029
923,753655901052166144,6367,2445
924,753420520834629632,8602,3999
925,753398408988139520,6298,2146
926,753375668877008896,8285,2609
927,753298634498793472,0,6496
928,753294487569522689,3710,1163
929,753039830821511168,40457,23531
930,753026973505581056,4221,1093
931,752932432744185856,13757,7637
932,752917284578922496,7475,1753
933,752701944171524096,0,3234
934,752682090207055872,6546,1804
935,752660715232722944,4809,1757
936,752568224206688256,6052,2554
937,752519690950500352,8034,3847
938,752334515931054080,4160,1240
939,752309394570878976,0,18694
940,752173152931807232,6472,2071
941,751950017322246144,3360,1042
942,751937170840121344,5691,1500
943,751830394383790080,6325,2186
944,751793661361422336,6384,3263
945,751598357617971201,8579,3378
946,751583847268179968,4798,1247
947,751538714308972544,5474,1416
948,751456908746354688,3485,1110
949,751251247299190784,13596,6563
950,751205363882532864,6859,2045
951,751132876104687617,5539,1457
952,750868782890057730,5227,1561
953,750719632563142656,14403,5636
954,750506206503038976,4853,1285
955,750429297815552001,14350,4840
956,750383411068534784,4940,1278
957,750381685133418496,747,34
958,750147208377409536,3362,1079
959,750132105863102464,3942,1412
960,750117059602808832,4688,1442
961,750101899009982464,3306,940
962,750086836815486976,2357,608
963,750071704093859840,8531,3734
964,750056684286914561,3398,992
965,750041628174217216,3447,689
966,750026558547456000,2952,876
967,750011400160841729,3526,1015
968,749996283729883136,3287,901
969,749981277374128128,5548,2737
970,749774190421639168,5051,1475
971,749417653287129088,6629,1873
972,749403093750648834,2849,609
973,749395845976588288,9349,3882
974,749317047558017024,5961,2464
975,749075273010798592,6258,2312
976,749064354620928000,5208,1687
977,749036806121881602,3373,876
978,748977405889503236,11687,3818
979,748932637671223296,6360,2512
980,748705597323898880,3002,1050
981,748699167502000129,5139,1789
982,748692773788876800,4594,1476
983,748575535303884801,6587,2226
984,748568946752774144,2377,754
985,748346686624440324,5659,1386
986,748337862848962560,8331,4615
987,748324050481647620,4024,854
988,748307329658011649,3984,799
989,748220828303695873,15314,8692
990,747963614829678593,6292,2405
991,747933425676525569,7194,2847
992,747885874273214464,3196,1102
993,747844099428986880,3041,833
994,747816857231626240,5271,1296
995,747651430853525504,1495,175
996,747648653817413632,13983,6506
997,747600769478692864,2521,609
998,747594051852075008,3999,1188
999,747512671126323200,6026,1770
1000,747461612269887489,4204,1160
1001,747439450712596480,5899,2154
1002,747242308580548608,0,3208
1003,747219827526344708,5718,1759
1004,747204161125646336,3671,1022
1005,747103485104099331,10405,4474
1006,746906459439529985,3123,331
1007,746872823977771008,6494,2393
1008,746818907684614144,5732,1913
1009,746790600704425984,5280,1784
1010,746757706116112384,10345,4349
1011,746726898085036033,6546,2000
1012,746542875601690625,5449,2072
1013,746521445350707200,0,1093
1014,746507379341139972,5029,1210
1015,746369468511756288,6549,1830
1016,746131877086527488,7455,2457
1017,746056683365994496,3844,916
1018,745789745784041472,4370,1187
1019,745712589599014916,7544,2593
1020,745433870967832576,7699,2836
1021,745422732645535745,9277,2724
1022,745314880350101504,7737,3081
1023,745074613265149952,8468,3914
1024,745057283344719872,7824,2547
1025,744995568523612160,3231,701
1026,744971049620602880,8518,2987
1027,744709971296780288,6053,1731
1028,744334592493166593,7313,2381
1029,744234799360020481,129254,78220
1030,744223424764059648,1840,416
1031,743980027717509120,4489,1211
1032,743895849529389061,3937,1065
1033,743835915802583040,0,2338
1034,743609206067040256,4849,1531
1035,743595368194129920,19974,7307
1036,743545585370791937,3812,1047
1037,743510151680958465,8541,4110
1038,743253157753532416,4559,1344
1039,743222593470234624,6690,2123
1040,743210557239623680,4146,1519
1041,742534281772302336,7616,3950
1042,742528092657332225,4806,2207
1043,742465774154047488,7839,4307
1044,742423170473463808,10665,4239
1045,742385895052087300,7354,2223
1046,742161199639494656,4687,1525
1047,742150209887731712,5568,1741
1048,741793263812808706,4910,1674
1049,741743634094141440,8825,3083
1050,741438259667034112,3963,926
1051,741303864243200000,9497,3587
1052,741099773336379392,10826,6143
1053,741067306818797568,10198,3439
1054,740995100998766593,6916,3091
1055,740711788199743490,3686,1042
1056,740699697422163968,3066,867
1057,740676976021798912,19593,7550
1058,740373189193256964,37472,14802
1059,740365076218183684,2680,483
1060,740359016048689152,3564,946
1061,740214038584557568,7210,2181
1062,739979191639244800,21556,6575
1063,739932936087216128,4382,1193
1064,739844404073074688,4084,942
1065,739623569819336705,4110,1519
1066,739606147276148736,5827,1843
1067,739544079319588864,43009,23872
1068,739485634323156992,7766,3260
1069,739238157791694849,73962,51478
1070,738891149612572673,115,6
1071,738885046782832640,4068,1261
1072,738883359779196928,3617,901
1073,738537504001953792,5495,1733
1074,738402415918125056,3535,940
1075,738184450748633089,4658,1337
1076,738166403467907072,9484,3778
1077,738156290900254721,2734,737
1078,737826014890496000,5675,1967
1079,737800304142471168,10792,3837
1080,737678689543020544,5446,1484
1081,737445876994609152,11137,4962
1082,737322739594330112,3893,890
1083,737310737551491075,15826,8213
1084,736736130620620800,4662,1940
1085,736392552031657984,19160,8242
1086,736365877722001409,4316,1382
1087,736225175608430592,8751,3060
1088,736010884653420544,8534,3292
1089,735991953473572864,3882,1270
1090,735648611367784448,4331,1212
1091,735635087207878657,6679,2613
1092,735274964362878976,9472,4627
1093,735256018284875776,3622,974
1094,735137028879360001,3370,1074
1095,734912297295085568,2944,568
1096,734787690684657664,13530,6989
1097,734776360183431168,2702,602
1098,734559631394082816,1621,441
1099,733828123016450049,3869,862
1100,733822306246479872,3963,1123
1101,733482008106668032,3385,1050
1102,733460102733135873,4535,1424
1103,733109485275860992,43953,17271
1104,732732193018155009,2631,591
1105,732726085725589504,3800,980
1106,732585889486888962,3966,852
1107,732375214819057664,8706,2787
1108,732005617171337216,16085,6046
1109,731285275100512256,3751,1078
1110,731156023742988288,4128,1407
1111,730924654643314689,6591,2194
1112,730573383004487680,5309,2391
1113,730427201120833536,3747,1158
1114,730211855403241472,4116,1157
1115,730196704625098752,5265,2132
1116,729854734790754305,4331,1238
1117,729838605770891264,1834,423
1118,729823566028484608,4299,1372
1119,729463711119904772,6249,2543
1120,729113531270991872,2030,363
1121,728986383096946689,3414,900
1122,728760639972315136,5019,1876
1123,728751179681943552,3004,744
1124,728653952833728512,3563,1153
1125,728409960103686147,5295,2226
1126,728387165835677696,3946,1056
1127,728046963732717569,4640,1296
1128,728035342121635841,4885,1845
1129,728015554473250816,4413,1207
1130,727685679342333952,3153,698
1131,727644517743104000,6344,1928
1132,727524757080539137,4817,1357
1133,727314416056803329,3569,825
1134,727286334147182592,3272,908
1135,727175381690781696,4150,1512
1136,727155742655025152,3918,1472
1137,726935089318363137,7400,2705
1138,726887082820554753,4128,1661
1139,726828223124897792,3820,1113
1140,726224900189511680,4741,1276
1141,725842289046749185,7581,2920
1142,725786712245440512,4466,1496
1143,725729321944506368,5566,1966
1144,725458796924002305,1512,690
1145,724983749226668032,3978,1437
1146,724771698126512129,2555,710
1147,724405726123311104,5706,1819
1148,724049859469295616,4659,1952
1149,724046343203856385,2862,610
1150,724004602748780546,4493,1755
1151,723912936180330496,4176,1353
1152,723688335806480385,8307,3285
1153,723673163800948736,3243,988
1154,723179728551723008,5689,2071
1155,722974582966214656,4421,1730
1156,722613351520608256,5314,1804
1157,721503162398597120,5013,2086
1158,721001180231503872,2714,681
1159,720785406564900865,3351,849
1160,720775346191278080,2664,747
1161,720415127506415616,4434,1647
1162,720389942216527872,6885,2783
1163,720340705894408192,3078,1078
1164,720059472081784833,4179,1248
1165,720043174954147842,5262,2211
1166,719991154352222208,5200,1938
1167,719704490224398336,4895,1604
1168,719551379208073216,5426,2140
1169,719367763014393856,2984,814
1170,719339463458033665,4734,1375
1171,719332531645071360,3663,1054
1172,718971898235854848,3756,1213
1173,718939241951195136,5632,1938
1174,718631497683582976,20375,8930
1175,718613305783398402,2627,531
1176,718540630683709445,2677,1118
1177,718460005985447936,2901,590
1178,718454725339934721,5233,1659
1179,718246886998687744,2074,558
1180,718234618122661888,4151,1107
1181,717841801130979328,2626,658
1182,717790033953034240,3118,1250
1183,717537687239008257,6183,2033
1184,717428917016076293,1718,503
1185,717421804990701568,3389,932
1186,717047459982213120,6733,2103
1187,717009362452090881,3516,1085
1188,716802964044845056,4579,1296
1189,716791146589110272,5144,1459
1190,716730379797970944,1320,468
1191,716447146686459905,14104,6496
1192,716439118184652801,2535,243
1193,716285507865542656,2994,1201
1194,716080869887381504,5246,1922
1195,715928423106027520,3437,973
1196,715758151270801409,4016,1572
1197,715733265223708672,5013,1879
1198,715704790270025728,3010,623
1199,715696743237730304,4194,1429
1200,715680795826982913,4645,1791
1201,715360349751484417,5870,1740
1202,715342466308784130,3247,759
1203,715220193576927233,2588,727
1204,715200624753819648,5500,2080
1205,715009755312439296,4480,1372
1206,714982300363173890,4029,1142
1207,714962719905021952,7904,4732
1208,714957620017307648,4445,1566
1209,714631576617938945,3506,1106
1210,714606013974974464,3886,1026
1211,714485234495041536,2917,1286
1212,714258258790387713,3234,796
1213,714251586676113411,3504,932
1214,714214115368108032,2441,972
1215,714141408463036416,4612,1544
1216,713919462244790272,3504,856
1217,713909862279876608,2044,602
1218,713900603437621249,3025,822
1219,713761197720473600,5232,1521
1220,713411074226274305,4727,1423
1221,713177543487135744,7744,3130
1222,713175907180089344,4795,1605
1223,712809025985978368,20041,7450
1224,712717840512598017,13288,5508
1225,712668654853337088,4470,1347
1226,712438159032893441,5719,1721
1227,712309440758808576,266,26
1228,712097430750289920,4087,1155
1229,712092745624633345,3168,1001
1230,712085617388212225,3478,546
1231,712065007010385924,2418,694
1232,711998809858043904,0,137
1233,711968124745228288,8649,2554
1234,711743778164514816,3055,1088
1235,711732680602345472,9590,4563
1236,711694788429553666,35335,20163
1237,711652651650457602,4164,1020
1238,711363825979756544,3932,1266
1239,711306686208872448,3545,806
1240,711008018775851008,3220,693
1241,710997087345876993,4895,1542
1242,710844581445812225,2738,762
1243,710833117892898816,2893,593
1244,710658690886586372,2480,627
1245,710609963652087808,5155,2589
1246,710588934686908417,4900,2073
1247,710296729921429505,2540,817
1248,710283270106132480,2281,570
1249,710272297844797440,4866,1397
1250,710269109699739648,2578,1236
1251,710153181850935296,3118,986
1252,710140971284037632,2978,985
1253,710117014656950272,5919,2206
1254,709918798883774466,3204,1188
1255,709901256215666688,724,109
1256,709852847387627521,3772,1317
1257,709566166965075968,3796,1343
1258,709556954897764353,3536,1182
1259,709519240576036864,1596,268
1260,709449600415961088,2394,653
1261,709409458133323776,2818,769
1262,709225125749587968,2580,635
1263,709207347839836162,13569,6452
1264,709198395643068416,2596,707
1265,709179584944730112,2178,750
1266,709158332880297985,2204,461
1267,709042156699303936,5133,1829
1268,708853462201716736,1921,727
1269,708845821941387268,3184,991
1270,708834316713893888,1826,555
1271,708810915978854401,17767,7697
1272,708738143638450176,2951,898
1273,708711088997666817,2744,811
1274,708479650088034305,2731,754
1275,708469915515297792,3308,907
1276,708400866336894977,17250,11158
1277,708356463048204288,3887,1500
1278,708349470027751425,2515,816
1279,708149363256774660,4584,1701
1280,708130923141795840,3644,929
1281,708119489313951744,2893,1083
1282,708109389455101952,2082,600
1283,708026248782585858,4698,2131
1284,707995814724026368,3338,1248
1285,707983188426153984,51,2
1286,707969809498152960,2904,1077
1287,707776935007539200,3528,1054
1288,707741517457260545,2683,682
1289,707738799544082433,4413,2735
1290,707693576495472641,3693,1106
1291,707629649552134146,2781,973
1292,707610948723478529,18293,7110
1293,707420581654872064,2454,774
1294,707411934438625280,2447,665
1295,707387676719185920,3777,1457
1296,707377100785885184,3538,1190
1297,707315916783140866,2658,712
1298,707297311098011648,2961,889
1299,707059547140169728,2763,749
1300,707038192327901184,2366,889
1301,707021089608753152,4369,1523
1302,707014260413456384,2470,655
1303,706904523814649856,15703,8683
1304,706901761596989440,2229,668
1305,706681918348251136,3572,1076
1306,706644897839910912,2776,1211
1307,706593038911545345,2322,701
1308,706538006853918722,3720,1559
1309,706516534877929472,3345,1137
1310,706346369204748288,3710,1021
1311,706310011488698368,23100,8850
1312,706291001778950144,1831,515
1313,706265994973601792,2932,1014
1314,706169069255446529,4222,2467
1315,706166467411222528,5537,1786
1316,706153300320784384,1609,425
1317,705975130514706432,3345,825
1318,705970349788291072,3382,994
1319,705898680587526145,2556,627
1320,705786532653883392,2094,587
1321,705591895322394625,3419,1286
1322,705475953783398401,3195,1025
1323,705442520700944385,4804,1830
1324,705428427625635840,4120,1897
1325,705239209544720384,3228,835
1326,705223444686888960,2780,886
1327,705102439679201280,2320,574
1328,705066031337840642,2339,670
1329,704871453724954624,4534,1234
1330,704859558691414016,2428,602
1331,704847917308362754,5516,1701
1332,704819833553219584,2855,1117
1333,704761120771465216,7159,3208
1334,704499785726889984,3170,1106
1335,704491224099647488,826,95
1336,704480331685040129,3665,1176
1337,704364645503647744,8664,3933
1338,704347321748819968,1702,386
1339,704134088924532736,1629,512
1340,704113298707505153,1999,620
1341,704054845121142784,3160,1013
1342,703774238772166656,1990,516
1343,703769065844768768,3558,1254
1344,703631701117943808,2803,761
1345,703611486317502464,4166,1685
1346,703425003149250560,4100,1533
1347,703407252292673536,2656,767
1348,703382836347330562,3781,1265
1349,703356393781329922,2052,426
1350,703268521220972544,2118,612
1351,703079050210877440,7957,3425
1352,703041949650034688,28534,13916
1353,702932127499816960,2782,803
1354,702899151802126337,1743,501
1355,702684942141153280,3470,1197
1356,702671118226825216,2364,621
1357,702598099714314240,11163,3644
1358,702539513671897089,3093,1067
1359,702332542343577600,3452,1716
1360,702321140488925184,3552,1143
1361,702276748847800320,2662,845
1362,702217446468493312,5189,1489
1363,701981390485725185,3706,1093
1364,701952816642965504,4115,1130
1365,701889187134500865,3844,1527
1366,701805642395348998,3697,1872
1367,701601587219795968,2252,513
1368,701570477911896070,3041,1037
1369,701545186879471618,2863,671
1370,701214700881756160,13250,5698
1371,700890391244103680,2400,640
1372,700864154249383937,2793,676
1373,700847567345688576,2615,552
1374,700796979434098688,2634,1065
1375,700747788515020802,24714,10424
1376,700518061187723268,2842,890
1377,700505138482569216,2451,633
1378,700462010979500032,4479,2003
1379,700167517596164096,2858,824
1380,700151421916807169,2421,738
1381,700143752053182464,8150,3069
1382,700062718104104960,2843,768
